user-id,timestamp,accX,accY,accZ,ActivityEncoded
27,11907902234000,3.49,9.3,-0.7627395,Downstairs
27,11907952252000,-0.34,9.7,2.3426998,Downstairs
27,11908002240000,-1.31,4.52,6.1700177,Downstairs
27,11908052259000,-4.75,16.4,-4.7126403,Downstairs
27,11908102246000,-1.31,18.12,-1.9885708,Downstairs
27,11908152265000,-2.68,8.77,4.5219555,Downstairs
27,11908202252000,-6.02,11.96,1.7570249,Downstairs
27,11908252240000,-0.76,6.7,8.281172,Downstairs
27,11908302228000,-1.88,4.67,-0.040861044,Downstairs
27,11908352338000,-3.36,7.7,0.53119355,Downstairs
27,11908402265000,-14.67,19.5,1.0351465,Downstairs
27,11908452283000,-9.47,9.3,1.9885708,Downstairs
27,11908502210000,-5.48,11.99,-2.4516625,Downstairs
27,11908552228000,-4.99,3.68,-2.3018389,Downstairs
27,11908602307000,-1.12,0.5,1.6480621,Downstairs
27,11908652265000,0.72,10.27,7.8180795,Downstairs
27,11908702252000,-1.31,6.51,-2.1111538,Downstairs
27,11908752240000,-14.18,17.62,-1.2666923,Downstairs
27,11908802442000,-3.34,3.41,-0.0,Downstairs
27,11908852277000,-3.17,2.76,-0.61291564,Downstairs
27,11908902234000,-5.24,10.46,0.6946377,Downstairs
27,11908902234000,-5.24,10.46,0.6946377,Downstairs
27,11908962354000,-4.06,10.31,2.4516625,Downstairs
27,11909012220000,-0.95,7.21,1.0760075,Downstairs
27,11909062329000,-1.04,6.59,6.973618,Downstairs
27,11909112317000,-8.54,11.22,1.9477097,Downstairs
27,11909162274000,-4.9,10.34,7.014479,Downstairs
27,11909212323000,-3.95,3.64,-2.6832085,Downstairs
27,11909272473000,0.34,5.33,-5.366417,Downstairs
27,11909322217000,-7.89,12.41,0.7218784,Downstairs
27,11909372296000,-3.79,4.52,0.27240697,Downstairs
27,11909422254000,-4.21,9.15,4.5628166,Downstairs
27,11909472303000,-7.55,9.47,3.255263,Downstairs
27,11909522229000,-1.92,8.77,-0.50395286,Downstairs
27,11909572309000,-2.26,12.26,4.399372,Downstairs
27,11909622235000,-7.89,16.44,1.3075534,Downstairs
27,11909672315000,-6.05,9.81,0.3405087,Downstairs
27,11909722241000,-3.34,4.86,0.7218784,Downstairs
27,11909772321000,-5.98,13.44,4.862464,Downstairs
27,11909822248000,0.38,9.89,6.0882955,Downstairs
27,11909872296000,-4.75,7.31,2.1111538,Downstairs
27,11909922284000,-1.69,4.6,-5.7886477,Downstairs
27,11909972303000,-9.04,11.54,-8.662541,Downstairs
27,11910022229000,-4.14,3.95,0.92618364,Downstairs
27,11910072309000,-5.48,7.89,3.7864566,Downstairs
27,11910122205000,-6.21,10.61,3.255263,Downstairs
27,11910172345000,-5.09,9.58,1.3075534,Downstairs
27,11910222241000,-1.46,4.06,1.6889231,Downstairs
27,11910272260000,-2.45,10.42,-2.070293,Downstairs
27,11910322217000,-9.08,19.46,9.084772,Downstairs
27,11910372296000,-2.11,6.4,-1.6480621,Downstairs
27,11910422223000,-4.18,12.6,3.214402,Downstairs
27,11910472303000,-2.6,9.77,8.689782,Downstairs
27,11910522229000,-1.65,5.05,-0.5720546,Downstairs
27,11910572309000,-0.3,7.55,-6.0474343,Downstairs
27,11910622205000,-9.11,14.79,-4.7126403,Downstairs
27,11910672315000,-7.35,7.59,3.5957718,Downstairs
27,11910722241000,-3.11,5.79,-0.61291564,Downstairs
27,11910772290000,-4.9,10.69,4.7943625,Downstairs
27,11910822248000,-4.94,7.55,7.3141265,Downstairs
27,11910872296000,-2.11,3.11,-1.1168685,Downstairs
27,11910922284000,-8.35,13.67,5.829509,Downstairs
27,11910922284000,-8.35,13.67,5.829509,Downstairs
27,11911022138000,-0.57,3.6,-0.19068487,Downstairs
27,11911072309000,-1.99,10.53,9.507003,Downstairs
27,11911122266000,-5.13,6.28,-0.42223078,Downstairs
27,11911172254000,-1.08,0.89,-0.6946377,Downstairs
27,11911222303000,-4.56,9.23,3.1054392,Downstairs
27,11911272229000,-9.47,10.92,-2.4516625,Downstairs
27,11911322309000,-3.72,4.86,-1.4165162,Downstairs
27,11911372235000,-5.33,11.56,0.7627395,Downstairs
27,11911422315000,-3.49,15.05,7.7772183,Downstairs
27,11911472241000,-1.23,4.1,1.0760075,Downstairs
27,11911522260000,-1.61,1.33,1.9477097,Downstairs
27,11911572248000,-15.83,18.92,7.5865335,Downstairs
27,11911622266000,-1.95,5.9,-2.8738933,Downstairs
27,11911672254000,-6.66,9.0,7.273266,Downstairs
27,11911722303000,-6.09,9.11,1.1849703,Downstairs
27,11911772229000,-0.95,3.6,0.14982383,Downstairs
27,11911822278000,3.68,2.76,-1.920469,Downstairs
27,11911872235000,-5.82,10.84,-5.284695,Downstairs
27,11911922315000,-9.58,12.79,6.3607025,Downstairs
27,11911972241000,-3.98,7.01,0.95342433,Downstairs
27,11912022199000,-3.53,9.23,3.9090397,Downstairs
27,11912072217000,-2.91,6.74,2.4516625,Downstairs
27,11912122327000,1.12,4.71,0.8036005,Downstairs
27,11912172223000,-6.47,16.28,-1.1849703,Downstairs
27,11912222303000,-8.5,13.82,11.495573,Downstairs
27,11912272199000,-3.76,3.79,-3.8681788,Downstairs
27,11912322309000,-4.44,7.63,-1.4165162,Downstairs
27,11912372235000,5.28,11.03,11.563675,Downstairs
27,11912422284000,-5.63,4.18,1.1441092,Downstairs
27,11912472241000,-4.21,7.63,2.982856,Downstairs
27,11912522260000,-11.37,19.34,-0.95342433,Downstairs
27,11912572217000,-4.1,7.35,1.334794,Downstairs
27,11912622266000,-1.46,2.6,-1.7297841,Downstairs
27,11912672254000,-2.37,7.21,-1.1441092,Downstairs
27,11912722303000,-3.57,6.21,3.5276701,Downstairs
27,11912772229000,-6.24,5.33,3.636633,Downstairs
27,11912822278000,-9.89,16.28,-7.082581,Downstairs
27,11912872235000,-13.99,18.66,-3.5957718,Downstairs
27,11912922284000,-5.41,9.96,-0.95342433,Downstairs
27,11912972241000,-4.56,8.69,-1.1441092,Downstairs
27,11913022260000,-4.4,13.8,-3.445948,Downstairs
27,11913072217000,4.99,7.08,11.304889,Downstairs
27,11913122296000,-1.08,2.76,4.1814466,Downstairs
27,11913172223000,-2.75,4.99,-0.53119355,Downstairs
27,11913222333000,-15.47,18.7,1.1849703,Downstairs
27,11913272229000,-1.46,10.5,-1.9477097,Downstairs
27,11913322309000,-6.24,8.96,-3.568531,Downstairs
27,11913372235000,-3.95,2.98,-1.56634,Downstairs
27,11913422315000,-1.84,3.38,-1.9477097,Downstairs
27,11913472241000,-0.91,9.23,-0.040861044,Downstairs
27,11913522290000,-2.72,11.03,2.1792557,Downstairs
27,11913572217000,-5.01,10.31,0.27240697,Downstairs
27,11913622296000,-2.91,7.97,-1.1168685,Downstairs
27,11913672223000,-1.46,12.76,-2.5333846,Downstairs
27,11913722303000,-4.86,13.1,3.445948,Downstairs
27,11913772229000,-0.76,7.82,9.043911,Downstairs
27,11913822309000,0.0,8.31,4.9850473,Downstairs
27,11913872205000,-5.05,0.61,3.0237172,Downstairs
27,11913922284000,-5.2,4.94,-2.3699405,Downstairs
27,11913972241000,-8.92,18.05,-4.2904096,Downstairs
27,11914022290000,-6.47,8.81,3.5957718,Downstairs
27,11914072370000,-1.31,3.02,-1.2666923,Downstairs
27,11914122296000,-0.23,6.02,0.10896278,Downstairs
