user-id,timestamp,accX,accY,accZ,ActivityEncoded
5,2579322277000,-0.89,10.15,2.4925237,Downstairs
5,2579372204000,-2.07,11.92,3.5276701,Downstairs
5,2579422283000,-0.04,17.62,0.88532263,Downstairs
5,2579472332000,9.38,17.86,2.6014864,Downstairs
5,2579522259000,1.08,8.62,1.6480621,Downstairs
5,2579572277000,0.72,9.62,1.5390993,Downstairs
5,2579622234000,3.41,8.58,2.8738933,Downstairs
5,2579672283000,1.27,5.9,2.6014864,Downstairs
5,2579722240000,0.46,4.71,1.4165162,Downstairs
5,2579772259000,1.76,4.63,1.3075534,Downstairs
5,2579822247000,3.21,7.27,2.5333846,Downstairs
5,2579872265000,4.29,8.2,1.1168685,Downstairs
5,2579922222000,-1.99,17.2,6.3198414,Downstairs
5,2579972301000,-3.02,16.09,10.991621,Downstairs
5,2580022259000,2.15,10.99,6.2789803,Downstairs
5,2580072277000,2.03,6.24,2.982856,Downstairs
5,2580122234000,-1.27,3.57,0.53119355,Downstairs
5,2580172283000,-1.69,1.54,1.334794,Downstairs
5,2580222240000,1.65,1.88,2.152015,Downstairs
5,2580272259000,3.41,8.96,0.08172209,Downstairs
5,2580322247000,-3.83,9.62,3.990762,Downstairs
5,2580372265000,-6.09,16.74,0.46309182,Downstairs
5,2580422222000,9.23,18.28,2.6832085,Downstairs
5,2580472301000,4.52,12.07,3.5957718,Downstairs
5,2580522198000,0.27,9.38,1.6889231,Downstairs
5,2580572277000,0.65,7.78,2.5333846,Downstairs
5,2580622204000,2.53,5.56,1.2258313,Downstairs
5,2580672283000,-0.3,4.67,-0.3405087,Downstairs
5,2580722210000,-0.5,3.76,2.3018389,Downstairs
5,2580772289000,4.71,6.93,2.1111538,Downstairs
5,2580822216000,0.0,13.21,4.7943625,Downstairs
5,2580872265000,0.57,16.21,8.580819,Downstairs
5,2580922253000,2.3,11.3,8.921328,Downstairs
5,2580972271000,0.72,8.05,5.134871,Downstairs
5,2581022228000,-0.23,5.24,2.6014864,Downstairs
5,2581072277000,0.0,3.76,2.2609777,Downstairs
5,2581122265000,1.27,3.06,0.95342433,Downstairs
5,2581122265000,1.27,3.06,0.95342433,Downstairs
5,2581122265000,1.27,3.06,0.95342433,Downstairs
5,2581272198000,-0.11,6.28,1.6480621,Downstairs
5,2581322430000,-4.1,13.53,2.7649305,Downstairs
5,2581372234000,3.53,11.84,-2.0294318,Downstairs
5,2581422314000,7.78,16.93,4.2495484,Downstairs
