user-id,timestamp,accX,accY,accZ,ActivityEncoded
15,1887012279000,-5.09,8.5,-1.2666923,Downstairs
15,1887062297000,-5.18,8.35,-1.3756552,Downstairs
15,1887112285000,-5.2,9.34,-1.334794,Downstairs
15,1887162273000,-4.25,9.11,-1.2666923,Downstairs
15,1887212260000,-3.3,8.96,-1.3075534,Downstairs
15,1887262279000,-3.53,9.19,-1.2258313,Downstairs
15,1887312297000,-4.25,9.0,-0.7627395,Downstairs
15,1887362285000,-4.21,9.04,0.14982383,Downstairs
15,1887412303000,-5.43,9.43,-1.1441092,Downstairs
15,1887462260000,-6.28,9.58,-1.334794,Downstairs
15,1887512279000,-6.51,8.39,-1.1441092,Downstairs
15,1887562266000,-6.97,5.6,1.4982382,Downstairs
15,1887612285000,-9.19,5.43,0.38136974,Downstairs
15,1887662273000,-6.89,8.01,-3.759216,Downstairs
15,1887712291000,-5.48,9.58,-3.8681788,Downstairs
15,1887762279000,-2.75,9.04,-2.2609777,Downstairs
15,1887812266000,-0.8,10.53,-1.1441092,Downstairs
15,1887862285000,-1.04,9.92,0.3405087,Downstairs
15,1887912303000,-4.86,8.73,2.3018389,Downstairs
15,1887962260000,-4.48,8.54,0.6946377,Downstairs
15,1888012279000,-3.91,9.34,-0.50395286,Downstairs
15,1888062266000,-3.49,10.69,1.3756552,Downstairs
15,1888112315000,-4.06,10.57,7.8180795,Downstairs
15,1888162273000,-7.82,7.46,1.9885708,Downstairs
15,1888212321000,-6.02,7.25,-2.3018389,Downstairs
15,1888262279000,-5.43,7.44,-2.3699405,Downstairs
15,1888312266000,-6.21,9.81,-2.6832085,Downstairs
15,1888362315000,-4.86,9.51,-2.4108016,Downstairs
15,1888412273000,-3.57,8.73,-1.607201,Downstairs
15,1888462260000,-2.75,9.0,-1.0760075,Downstairs
15,1888512279000,-2.64,10.27,-0.14982383,Downstairs
15,1888562297000,-5.05,10.34,4.944186,Downstairs
15,1888612285000,-0.76,10.53,-0.38136974,Downstairs
15,1888662303000,-0.99,10.5,1.5390993,Downstairs
15,1888712291000,-5.48,11.96,2.1792557,Downstairs
15,1888762309000,-10.23,14.29,2.8330324,Downstairs
15,1888812297000,-8.62,8.5,-1.7297841,Downstairs
15,1888862315000,-2.45,8.12,0.84446156,Downstairs
15,1888912273000,-3.02,6.74,-0.0,Downstairs
15,1888962321000,-2.14,4.18,-0.84446156,Downstairs
15,1889012279000,-2.45,3.41,-1.4982382,Downstairs
15,1889062297000,-0.61,6.78,-0.88532263,Downstairs
15,1889112285000,3.49,12.15,4.399372,Downstairs
15,1889162303000,-4.48,4.52,2.2201166,Downstairs
15,1889212260000,-5.98,6.44,3.2961242,Downstairs
15,1889212260000,-5.98,6.44,3.2961242,Downstairs
15,1889312144000,-6.47,14.41,5.243834,Downstairs
15,1889362254000,-11.92,17.82,-2.3699405,Downstairs
15,1889412425000,-7.89,12.37,0.19068487,Downstairs
15,1889462260000,-3.83,12.72,-2.8738933,Downstairs
15,1889512309000,-1.23,7.78,-1.9477097,Downstairs
15,1889562266000,-0.27,7.44,-1.879608,Downstairs
15,1889612285000,0.34,9.43,0.84446156,Downstairs
15,1889662273000,2.11,8.24,3.8273177,Downstairs
15,1889712291000,0.76,7.78,1.7297841,Downstairs
15,1889762279000,-1.18,7.55,-1.3075534,Downstairs
15,1889812297000,-0.5,7.5,-2.2609777,Downstairs
15,1889862285000,-1.18,6.17,1.3075534,Downstairs
15,1889912303000,-4.59,16.74,-3.486809,Downstairs
15,1889962260000,-6.17,15.6,1.7570249,Downstairs
15,1890012309000,-2.49,6.93,-0.0,Downstairs
15,1890062266000,-5.33,10.04,0.61291564,Downstairs
15,1890112315000,-4.59,5.37,-0.0,Downstairs
15,1890162273000,-2.68,4.99,0.040861044,Downstairs
15,1890212291000,-1.23,7.25,0.14982383,Downstairs
15,1890262279000,1.73,8.2,1.8387469,Downstairs
15,1890312266000,-1.31,5.52,0.040861044,Downstairs
15,1890362285000,-1.73,7.86,0.23154591,Downstairs
15,1890412303000,-1.18,10.31,1.920469,Downstairs
15,1890462260000,-3.64,19.53,-4.4810944,Downstairs
15,1890512309000,-7.01,8.47,4.5219555,Downstairs
15,1890562266000,-10.19,14.94,-1.6480621,Downstairs
15,1890612315000,-1.61,10.19,-1.56634,Downstairs
15,1890662273000,-1.08,6.82,-0.10896278,Downstairs
15,1890712260000,0.53,5.71,0.08172209,Downstairs
15,1890762279000,-0.42,7.89,1.5390993,Downstairs
15,1890812266000,0.42,7.01,0.61291564,Downstairs
15,1890862254000,0.42,7.21,-1.0760075,Downstairs
15,1890912303000,-0.34,8.96,-0.040861044,Downstairs
15,1890962260000,-0.08,5.48,1.4165162,Downstairs
15,1891012309000,-1.8,17.88,-3.214402,Downstairs
15,1891062266000,-12.45,17.77,-1.56634,Downstairs
15,1891112315000,-6.21,9.23,7.246025,Downstairs
15,1891162273000,-2.96,9.19,2.0294318,Downstairs
15,1891212321000,-3.68,5.67,-1.0351465,Downstairs
15,1891262279000,-1.08,2.79,-0.53119355,Downstairs
15,1891312297000,-0.76,3.87,0.27240697,Downstairs
15,1891362254000,-0.15,8.39,0.6537767,Downstairs
15,1891412303000,-0.38,6.21,0.95342433,Downstairs
15,1891462260000,-1.69,7.46,0.14982383,Downstairs
15,1891512279000,-1.69,11.41,1.607201,Downstairs
15,1891562266000,-4.52,18.28,1.334794,Downstairs
15,1891612315000,-8.81,16.74,2.7649305,Downstairs
15,1891662303000,-4.71,11.54,-2.5333846,Downstairs
15,1891712291000,-4.14,8.39,-2.4108016,Downstairs
15,1891762279000,-1.5,3.15,-1.3075534,Downstairs
15,1891812266000,0.61,1.65,-0.84446156,Downstairs
15,1891862285000,1.12,3.49,1.1441092,Downstairs
15,1891912303000,1.04,8.5,1.334794,Downstairs
15,1891962260000,3.79,10.38,0.6537767,Downstairs
15,1892012279000,-2.45,19.15,0.8036005,Downstairs
15,1892062266000,-13.63,15.09,2.4925237,Downstairs
15,1892112315000,0.89,8.35,0.38136974,Downstairs
15,1892162273000,-4.67,10.23,0.08172209,Downstairs
15,1892212291000,-3.45,5.09,-0.23154591,Downstairs
15,1892262279000,0.08,3.53,0.10896278,Downstairs
15,1892312297000,3.15,7.16,2.6832085,Downstairs
15,1892362285000,1.27,8.54,1.7297841,Downstairs
15,1892412303000,-1.92,5.01,0.08172209,Downstairs
15,1892462260000,-2.91,8.08,0.92618364,Downstairs
15,1892512309000,-3.26,18.01,-4.372132,Downstairs
15,1892562266000,-9.28,16.82,3.255263,Downstairs
15,1892612315000,-7.78,11.41,0.8036005,Downstairs
15,1892662273000,-5.18,9.92,-1.7978859,Downstairs
15,1892712291000,-1.76,4.52,-1.525479,Downstairs
15,1892762279000,-0.27,3.57,0.19068487,Downstairs
15,1892812297000,-0.3,6.02,1.1849703,Downstairs
15,1892862285000,-0.91,6.51,0.19068487,Downstairs
15,1892912303000,-1.57,10.12,-1.4573772,Downstairs
15,1892962260000,3.41,7.93,0.6537767,Downstairs
15,1893012309000,2.34,8.81,1.920469,Downstairs
15,1893062266000,-13.02,19.08,-4.862464,Downstairs
15,1893112315000,-6.17,11.73,1.3756552,Downstairs
15,1893162273000,-1.99,8.73,1.9477097,Downstairs
15,1893212291000,-4.59,6.44,0.84446156,Downstairs
15,1893262279000,-2.11,4.86,-0.29964766,Downstairs
15,1893312266000,1.61,5.48,1.7978859,Downstairs
15,1893362285000,1.5,5.98,0.10896278,Downstairs
15,1893412273000,0.38,5.37,-1.1441092,Downstairs
15,1893462260000,0.23,8.31,-0.7627395,Downstairs
15,1893512309000,-5.09,18.47,-3.3642259,Downstairs
15,1893562297000,-12.18,17.01,2.7649305,Downstairs
15,1893612315000,-8.31,12.49,1.1168685,Downstairs
15,1893662273000,-3.87,7.78,-1.3756552,Downstairs
15,1893712291000,-2.03,3.06,-2.070293,Downstairs
15,1893762279000,-1.69,3.57,-0.53119355,Downstairs
15,1893812266000,-1.42,6.89,0.14982383,Downstairs
15,1893862285000,0.19,5.86,1.2666923,Downstairs
15,1893912273000,1.12,8.43,-0.7627395,Downstairs
15,1893962260000,3.02,8.96,-1.920469,Downstairs
15,1894012279000,1.95,8.73,0.6946377,Downstairs
15,1894062266000,-8.96,18.24,-3.173541,Downstairs
15,1894112315000,-9.81,14.79,3.568531,Downstairs
15,1894162273000,-0.8,10.76,2.6014864,Downstairs
15,1894212291000,-4.52,8.01,-1.8387469,Downstairs
15,1894262279000,-1.23,4.56,-0.29964766,Downstairs
15,1894312266000,2.15,4.56,2.3426998,Downstairs
15,1894362315000,0.11,5.75,1.0351465,Downstairs
15,1894412425000,-1.42,5.56,-1.7297841,Downstairs
15,1894462291000,-1.42,5.83,-0.95342433,Downstairs
15,1894512340000,-2.64,11.22,0.6946377,Downstairs
15,1894572246000,-12.95,19.57,0.6537767,Downstairs
15,1894622203000,-6.24,12.6,-0.3405087,Downstairs
15,1894672313000,-5.6,12.68,-1.0760075,Downstairs
15,1894722240000,-1.57,5.6,-1.0351465,Downstairs
15,1894772288000,-0.23,1.95,-1.4573772,Downstairs
15,1894822246000,-3.45,9.58,-1.3075534,Downstairs
15,1894872264000,-1.53,8.85,-1.1441092,Downstairs
15,1894922252000,0.57,6.21,0.6946377,Downstairs
15,1894972301000,1.23,6.02,1.56634,Downstairs
15,1895022197000,0.31,7.12,-0.23154591,Downstairs
15,1895072276000,0.42,8.08,-1.1168685,Downstairs
15,1895122203000,0.57,12.11,-1.2666923,Downstairs
15,1895172313000,-11.26,19.57,-5.706926,Downstairs
15,1895222240000,-6.21,9.23,7.8180795,Downstairs
15,1895272288000,-2.91,8.85,-1.9477097,Downstairs
15,1895322246000,-4.9,6.51,-0.84446156,Downstairs
15,1895372295000,-1.53,3.68,0.14982383,Downstairs
15,1895422191000,2.41,6.24,1.3075534,Downstairs
15,1895472270000,0.84,5.37,-0.7627395,Downstairs
15,1895522258000,-1.04,4.14,-0.53119355,Downstairs
15,1895572246000,-1.57,7.46,0.9942854,Downstairs
15,1895622264000,-4.75,18.5,-3.2961242,Downstairs
15,1895672252000,-9.34,15.89,-0.38136974,Downstairs
15,1895722301000,-7.01,9.04,0.53119355,Downstairs
15,1895772197000,-7.4,7.46,1.2666923,Downstairs
15,1895822307000,-4.02,4.63,-1.3756552,Downstairs
15,1895872203000,-1.33,4.9,-0.9125633,Downstairs
15,1895923015000,-2.11,8.73,-0.6537767,Downstairs
15,1895972209000,-0.42,8.01,-1.2258313,Downstairs
15,1896022258000,2.07,5.6,-1.7978859,Downstairs
15,1896072215000,2.72,7.46,-1.7978859,Downstairs
15,1896122295000,1.69,8.28,-1.1168685,Downstairs
15,1896172221000,0.38,9.23,2.7921712,Downstairs
15,1896222301000,-4.14,15.6,0.10896278,Downstairs
15,1896283122000,-15.83,18.43,-6.0474343,Downstairs
15,1896332225000,-4.14,6.28,1.1441092,Downstairs
15,1896382304000,-6.09,6.24,2.7921712,Downstairs
15,1896432262000,-2.37,2.87,-1.3075534,Downstairs
15,1896482280000,0.5,2.76,-0.14982383,Downstairs
