user-id,timestamp,accX,accY,accZ,ActivityEncoded
24,15754871652000,5.86,5.63,1.12,Downstairs
24,15754911508000,4.82,5.01,-0.23,Downstairs
24,15754951486000,2.34,6.59,0.15,Downstairs
24,15754991495000,1.18,7.01,0.34,Downstairs
24,15755071665000,2.83,11.41,-0.89,Downstairs
24,15755111521000,4.37,12.3,-0.42,Downstairs
24,15755151499000,2.07,5.48,-0.76,Downstairs
24,15755191507000,6.59,12.3,-1.76,Downstairs
24,15755271433000,2.91,3.64,2.72,Downstairs
24,15755311502000,3.72,4.52,1.14,Downstairs
24,15755351511000,10.11,9.11,1.92,Downstairs
24,15755431680000,7.97,0.57,2.07,Downstairs
24,15755471475000,3.34,0.11,2.72,Downstairs
24,15755511667000,-1.57,4.99,-1.42,Downstairs
24,15755551523000,-1.31,10.15,-3.17,Downstairs
24,15755591532000,-2.53,16.93,-5.28,Downstairs
24,15755671640000,5.01,11.54,5.28,Downstairs
24,15755711496000,8.69,10.08,-2.76,Downstairs
24,15755751627000,13.82,10.34,1.57,Downstairs
24,15755791666000,4.18,3.57,1.95,Downstairs
24,15755871500000,11.18,13.18,-2.64,Downstairs
24,15755911508000,15.6,14.48,-1.65,Downstairs
24,15755951486000,0.8,0.84,-0.04,Downstairs
24,15755991495000,2.37,3.06,-4.9,Downstairs
24,15756071634000,7.12,1.69,-1.5,Downstairs
24,15756111673000,3.91,-1.18,5.82,Downstairs
24,15756151621000,4.14,6.47,6.51,Downstairs
24,15756231638000,1.23,16.82,-2.11,Downstairs
24,15756271494000,1.31,13.63,0.46,Downstairs
24,15756311502000,3.57,7.4,3.21,Downstairs
24,15756351633000,9.38,11.11,-1.88,Downstairs
24,15756431619000,8.54,5.24,2.49,Downstairs
24,15756471628000,1.65,-0.69,-0.04,Downstairs
24,15756511514000,3.26,5.43,-3.26,Downstairs
24,15756551645000,15.55,18.39,-4.82,Downstairs
24,15756631479000,9.62,6.24,-2.34,Downstairs
24,15756671549000,7.55,2.98,-2.22,Downstairs
24,15756711618000,2.56,1.23,2.79,Downstairs
24,15756751627000,-1.84,1.76,6.7,Downstairs
24,15756831613000,-1.31,14.18,1.65,Downstairs
24,15756871469000,4.9,17.69,-3.87,Downstairs
24,15756911630000,5.18,10.5,-0.65,Downstairs
24,15756951639000,9.34,9.11,-3.17,Downstairs
24,15757031534000,3.3,4.25,1.57,Downstairs
24,15757071512000,3.45,7.7,-0.15,Downstairs
24,15757111490000,10.46,13.67,-5.6,Downstairs
24,15757151499000,11.75,16.86,-2.49,Downstairs
24,15757231485000,6.21,7.67,-1.57,Downstairs
24,15757282205000,1.65,5.6,3.15,Downstairs
24,15757322092000,0.23,0.61,2.68,Downstairs
24,15757361490000,-0.65,-2.22,3.17,Downstairs
24,15757401590000,-2.07,0.42,0.34,Downstairs
24,15757481516000,0.95,11.26,-1.27,Downstairs
24,15757521646000,7.12,18.66,-3.3,Downstairs
24,15757561502000,10.19,17.27,-1.84,Downstairs
24,15757601511000,12.34,13.8,-1.69,Downstairs
24,15757681497000,-1.33,1.95,2.03,Downstairs
24,15757721597000,5.24,11.07,-0.8,Downstairs
24,15757761545000,13.06,18.01,-2.07,Downstairs
24,15757801523000,8.12,10.95,-0.38,Downstairs
24,15757841593000,7.59,7.44,-1.31,Downstairs
24,15757921518000,-1.76,-1.76,1.84,Downstairs
24,15757961618000,-3.15,-3.26,2.83,Downstairs
24,15758001627000,-2.72,0.0,1.23,Downstairs
24,15758081613000,2.45,15.66,-0.34,Downstairs
24,15758123941000,13.95,18.7,-2.68,Downstairs
24,15758161508000,16.44,15.89,0.65,Downstairs
24,15758201547000,5.41,6.63,0.61,Downstairs
24,15758281656000,15.98,9.08,-5.75,Downstairs
24,15758321512000,13.59,9.28,-1.65,Downstairs
24,15758361521000,3.98,3.72,-1.18,Downstairs
24,15758401651000,1.04,3.17,-1.95,Downstairs
24,15758481485000,2.75,6.78,0.15,Downstairs
24,15758521524000,4.37,4.21,-2.11,Downstairs
24,15758561563000,4.94,2.87,-0.69,Downstairs
24,15758601541000,6.36,1.95,-1.88,Downstairs
24,15758681528000,18.73,16.28,-0.99,Downstairs
24,15758721506000,16.59,19.27,1.23,Downstairs
24,15758761636000,7.82,10.5,6.43,Downstairs
24,15758801523000,5.18,6.47,5.24,Downstairs
24,15758881601000,-2.83,1.61,-3.76,Downstairs
24,15758931375000,-4.29,0.23,-3.64,Downstairs
