timestamp,X (mg),Y (mg),Z (mg)
3180050,-766,624,58
3180101,-773,633,55
3180131,-759,613,50
3180191,-774,625,71
3180251,-756,623,68
3180281,-770,617,70
3180372,-759,625,76
3180401,-769,622,79
3180461,-773,618,80
3180491,-776,612,83
3180551,-773,609,94
3180581,-777,603,95
3180641,-783,599,99
3180731,-783,594,89
3180761,-790,597,98
3180791,-795,605,95
3180851,-772,595,87
3180881,-782,605,91
3180941,-783,604,86
3181001,-785,600,84
3181031,-782,605,84
3181151,-780,602,82
3181191,-774,609,76
3181191,-777,606,85
3181241,-776,608,77
3181301,-782,616,74
3181331,-775,609,69
3181391,-774,609,71
3181481,-778,608,62
3181512,-766,612,75
3181541,-769,614,67
3181601,-770,625,61
3181631,-763,630,61
3181692,-761,631,56
3181751,-750,637,64
3181781,-746,637,50
3181842,-751,647,60
3181901,-753,632,47
3181931,-752,639,57
3181991,-745,645,36
3182051,-718,646,34
3182081,-722,638,60
3182142,-781,649,74
3182201,-787,625,11
3182231,-769,646,62
3182291,-704,643,49
3182352,-734,634,6
3182381,-718,643,46
3182442,-739,648,39
3182501,-757,638,24
3182531,-774,626,37
3182652,-764,632,39
3182652,-755,643,44
3182690,-731,615,28
3182741,-759,645,67
3182801,-809,636,48
3182831,-742,618,39
3182891,-752,648,77
3182951,-736,652,51
3182981,-748,662,31
3183041,-729,663,63
3183102,-713,655,45
3183131,-753,651,47
3183192,-774,652,50
3183251,-757,641,63
3183342,-774,634,30
3183342,-755,632,52
3183374,-744,623,31
3183431,-752,629,23
3183491,-755,624,39
3183521,-765,615,26
3183581,-760,633,36
3183641,-771,625,24
3183672,-754,635,8
3183731,-757,645,35
3183791,-743,660,18
3183821,-743,637,22
3183881,-749,660,36
3183972,-747,652,25
3184004,-760,654,35
3184031,-754,639,25
3184091,-751,623,14
3184151,-760,628,10
3184181,-780,621,23
3184241,-759,615,7
3184301,-763,618,15
3184331,-770,612,7
3184391,-763,606,19
3184451,-765,606,8
3184481,-794,609,25
3184541,-776,609,5
3184601,-772,613,15
3184631,-772,616,10
3184722,-770,617,9
3184754,-790,608,23
3184781,-762,602,11
3184841,-763,605,28
3184901,-778,615,30
3184931,-773,628,20
3184991,-767,626,27
3185051,-766,629,21
3185081,-752,627,41
3185141,-759,626,29
3185232,-767,640,42
3185232,-753,630,47
3185292,-759,630,37
3185352,-781,634,38
3185381,-782,658,48
3185441,-761,644,10
3185501,-765,635,40
3185531,-761,632,26
3185592,-738,604,39
3185651,-757,601,55
3185681,-740,614,70
3185741,-737,609,51
3185831,-792,622,18
3185861,-783,662,48
3185891,-761,621,29
3185951,-760,616,17
3186011,-752,628,76
3186071,-787,641,14
3186101,-769,630,38
3186131,-749,634,39
3186191,-763,644,20
3186252,-759,640,27
3186281,-743,635,16
3186341,-767,639,38
3186401,-784,639,27
3186431,-748,626,26
3186491,-758,644,29
3186551,-770,645,19
3186581,-745,631,33
3186641,-762,641,16
3186702,-743,622,42
3186731,-739,630,51
3186792,-759,648,28
3186852,-757,639,37
3186881,-756,654,30
3186941,-750,632,36
3186971,-757,638,47
3187031,-756,646,27
3187092,-758,637,37
3187121,-756,639,32
3187181,-755,629,30
3187242,-735,629,38
3187271,-761,630,35
3187331,-761,630,37
3187392,-759,637,25
3187421,-759,628,31
3187512,-760,628,20
3187545,-752,625,32
3187571,-754,631,26
3187631,-753,635,30
3187692,-753,636,20
3187721,-749,635,28
3187781,-749,634,29
3187842,-758,643,30
3187871,-759,636,11
3187931,-749,634,40
3187992,-754,638,17
3188021,-755,632,38
3188081,-756,638,30
3188142,-746,643,33
3188171,-753,645,34
3188262,-749,648,28
3188295,-744,645,35
3188351,-747,648,28
3188381,-749,653,31
3188442,-748,646,28
3188471,-746,646,39
3188562,-746,646,39
3188592,-745,636,34
3188621,-748,642,51
3188681,-750,642,42
3188742,-752,640,34
3188771,-750,643,47
3188831,-753,637,37
3188892,-758,637,38
3188921,-758,642,38
3188981,-764,637,40
3189072,-760,639,37
3189103,-758,628,34
3189132,-757,628,43
3189222,-757,629,30
3189252,-766,634,34
3189282,-764,634,28
3189341,-749,628,29
3189371,-759,628,32
3189431,-760,632,30
3189491,-761,629,30
3189521,-759,637,29
3189581,-756,636,26
3189641,-756,637,29
3189671,-755,640,37
3189731,-752,641,28
3189791,-755,642,36
3189821,-752,643,27
3189881,-749,640,26
3189941,-752,637,38
3189971,-753,639,24
3190031,-746,641,37
3190092,-740,636,28
3190121,-749,643,34
3190181,-756,634,36
3190242,-754,639,39
3190271,-753,640,32
3190331,-757,634,35
3190392,-761,635,27
3190421,-761,627,36
3190481,-755,626,35
3190542,-754,633,33
3190571,-758,635,30
3190631,-759,636,32
3190692,-759,631,28
3190721,-763,628,30
3190781,-764,626,30
3190841,-764,629,22
3190871,-761,633,34
3190931,-760,626,23
3190992,-757,634,35
3191051,-755,634,26
3191082,-754,636,30
3191141,-756,635,27
3191171,-755,637,35
3191231,-754,643,31
3191292,-753,637,27
3191321,-753,639,33
3191382,-757,637,27
3191442,-755,638,35
3191471,-756,630,28
3191562,-758,634,38
3191595,-757,634,32
3191621,-750,625,30
3191681,-761,630,44
3191741,-765,630,28
3191772,-764,628,37
3191831,-757,633,35
3191892,-763,630,28
3191921,-761,634,40
3191981,-759,630,31
3192071,-757,634,35
3192104,-760,635,34
3192131,-758,631,33
3192191,-759,638,34
3192251,-753,636,37
3192281,-750,634,33
3192341,-748,643,39
3192401,-755,638,31
3192462,-756,643,36
3192491,-752,632,36
3192551,-755,637,41
3192582,-750,640,32
3192672,-752,636,42
3192701,-755,640,34
3192731,-756,641,39
3192792,-754,637,40
3192821,-756,639,39
3192881,-759,638,43
3192942,-760,633,37
3192971,-762,643,42
3193031,-757,632,29
3193091,-753,633,35
3193121,-756,640,39
3193181,-753,638,29
3193272,-760,641,25
3193302,-749,625,29
3193331,-750,630,39
3193391,-762,627,36
3193421,-747,640,37
3193481,-740,642,38
3193541,-754,640,19
3193571,-741,642,40
3193631,-741,645,35
3193691,-745,646,27
3193721,-744,650,40
3193782,-748,652,26
3193841,-750,644,39
3193871,-750,645,37
3193931,-756,637,38
3193992,-758,642,41
3194021,-756,633,22
3194081,-751,635,50
3194171,-754,637,27
3194207,-763,634,47
3194231,-759,641,24
3194291,-765,635,28
3194321,-763,629,25
3194382,-755,627,39
3194442,-764,632,29
3194471,-754,636,40
3194531,-754,639,25
3194622,-749,635,37
3194680,-758,629,23
3194700,-752,640,39
3194741,-744,632,24
3194771,-740,645,26
3194831,-755,643,31
3194892,-764,641,32
3194921,-753,632,46
3194981,-760,635,29
3195042,-758,638,40
3195071,-752,640,26
3195131,-752,637,38
3195192,-756,641,34
3195221,-754,639,31
3195281,-753,637,37
3195341,-754,639,30
3195371,-753,641,40
3195431,-756,641,27
3195522,-752,642,30
3195551,-744,634,40
3195581,-752,637,32
3195641,-752,638,34
3195671,-750,641,37
3195731,-751,637,34
3195792,-754,642,33
3195821,-758,641,35
3195881,-754,641,26
3195942,-752,637,31
3195971,-749,636,33
3196031,-749,643,38
3196091,-748,641,37
3196121,-752,643,33
3196181,-750,642,29
3196241,-744,634,40
3196271,-749,642,30
3196331,-747,639,41
3196391,-748,645,32
3196421,-745,645,28
3196482,-749,645,36
3196541,-750,642,29
3196571,-752,641,38
3196632,-756,641,25
3196692,-757,639,33
3196721,-753,636,25
3196781,-754,637,28
3196841,-754,640,28
3196871,-753,642,20
3196931,-748,631,34
3196992,-757,632,24
3197021,-754,634,29
3197081,-754,637,23
3197142,-749,633,32
3197171,-754,637,28
3197231,-754,639,24
3197292,-756,637,31
3197321,-754,638,25
3197412,-757,639,31
3197441,-758,638,25
3197471,-752,637,32
3197531,-754,640,23
3197592,-754,638,24
3197621,-741,637,22
3197681,-754,640,32
3197742,-760,632,22
3197771,-757,635,26
3197831,-751,639,21
3197892,-757,632,21
3197921,-756,634,23
3198011,-752,635,24
3198043,-755,636,21
3198071,-755,635,20
3198131,-751,634,28
3198192,-754,639,21
3198221,-752,641,27
3198281,-750,643,23
3198342,-756,645,30
3198371,-751,647,23
3198432,-753,646,37
3198492,-752,649,27
3198521,-750,644,25
3198582,-748,648,37
3198642,-752,644,26
3198671,-752,644,38
3198731,-751,646,28
3198792,-750,641,32
3198821,-750,644,35
3198881,-751,643,33
3198942,-746,644,34
3198971,-748,645,33
3199031,-747,648,31
3199092,-745,651,32
3199121,-749,648,30
3199181,-747,649,30
3199241,-737,647,43
3199271,-745,642,24
3199331,-741,647,43
3199392,-746,650,25
3199422,-746,642,34
3199482,-747,643,30
