timestamp,X (mg),Y (mg),Z (mg)
3057196,-1078,947,330
3057250,-1440,927,16
3057311,-720,509,122
3057341,-755,447,-92
3057401,-835,513,-49
3057461,-871,556,7
3057491,-699,527,-44
3057551,-524,475,1
3057611,-613,490,8
3057641,-507,461,21
3057701,-610,546,-23
3057761,-774,660,45
3057791,-758,671,-22
3057851,-756,668,14
3057911,-859,822,-45
3057941,-1192,966,-81
3058001,-1122,869,274
3058061,-818,468,-109
3058091,-859,453,223
3058151,-738,512,185
3058241,-867,389,35
3058274,-509,367,137
3058301,-544,434,104
3058361,-559,471,134
3058391,-687,508,57
3058481,-757,631,191
3058510,-827,705,163
3058541,-823,703,187
3058601,-1005,781,210
3058661,-1051,778,239
3058691,-1175,781,-31
3058751,-784,454,120
3058811,-787,464,-57
3058871,-775,581,-8
3058901,-686,496,-26
3058961,-627,457,-42
3058991,-423,433,12
3059051,-501,452,-12
3059141,-623,553,-29
3059172,-790,664,53
3059201,-772,682,46
3059261,-791,676,8
3059291,-937,819,68
3059351,-1093,955,33
3059411,-1306,793,126
3059441,-758,571,-28
3059501,-757,510,68
3059561,-733,473,266
3059591,-810,433,102
3059651,-552,403,37
3059711,-513,426,165
3059741,-595,499,95
3059801,-705,553,115
3059891,-729,684,165
3059922,-798,640,124
3059951,-828,701,155
3060011,-928,711,172
3060040,-921,759,151
3060101,-1223,1016,245
3060162,-1046,526,-809
3060191,-754,495,202
3060251,-686,606,-92
3060311,-800,546,16
3060371,-630,433,-115
3060401,-450,452,0
3060461,-420,448,19
3060491,-591,504,-60
3060551,-752,603,10
3060611,-785,695,-22
3060641,-867,732,12
3060701,-867,824,-47
3060761,-946,919,-72
3060791,-1098,765,246
3060881,-755,484,-25
3060914,-1006,451,11
3060941,-700,504,206
3061001,-753,410,166
3061061,-559,379,-93
3061091,-518,417,179
3061151,-552,464,85
3061241,-666,567,105
3061275,-847,666,155
3061301,-869,746,201
3061361,-949,775,143
3061391,-1088,786,228
3061481,-1172,813,108
3061511,-890,487,-135
3061541,-770,463,-67
3061631,-774,580,30
3061661,-664,485,-34
3061691,-530,384,-23
3061781,-508,407,-37
3061811,-519,471,-48
3061871,-794,593,-46
3061901,-769,678,51
3061961,-766,706,-1
3061991,-802,780,45
3062051,-934,886,-35
3062112,-1564,1020,63
3062141,-760,599,94
3062201,-861,513,60
3062262,-742,622,220
3062291,-680,457,388
3062351,-587,393,-311
3062411,-492,401,247
3062441,-376,429,146
3062501,-700,517,183
3062561,-845,665,184
3062590,-806,734,213
3062651,-835,747,158
3062741,-961,792,246
3062769,-964,846,234
3062831,-1215,663,-166
3062861,-651,422,259
3062921,-827,565,-52
3062951,-727,573,34
3063011,-660,457,8
3063041,-549,459,-1
3063101,-535,440,7
3063161,-568,465,-32
3063191,-719,560,14
3063251,-883,621,103
3063311,-821,673,48
3063341,-806,713,30
3063401,-912,875,-24
3063461,-1350,978,92
3063491,-868,637,231
3063551,-802,430,26
3063611,-787,591,259
3063641,-703,548,354
3063701,-763,414,-243
3063761,-492,426,197
3063790,-489,411,96
3063851,-613,512,154
3063971,-805,595,214
3064015,-897,766,248
3064015,-897,668,211
3064061,-1073,781,200
3064090,-968,757,195
3064151,-1077,672,47
3064211,-785,429,-1
3064241,-799,574,97
3064301,-722,564,93
3064361,-632,455,-40
3064390,-558,387,3
3064451,-486,379,0
3064511,-537,446,-8
3064541,-663,565,0
3064601,-968,753,14
3064661,-850,702,16
3064690,-866,779,10
3064751,-1097,971,-33
3064811,-1173,795,285
3064841,-746,532,-11
3064901,-783,555,86
3064962,-786,590,256
3064990,-706,390,148
3065081,-494,395,140
3065110,-415,429,97
3065141,-613,494,174
3065201,-748,571,148
3065261,-769,673,194
3065321,-777,708,124
3065351,-796,705,185
3065411,-1000,763,196
3065441,-960,792,206
3065501,-1319,722,-109
3065561,-889,427,54
3065591,-850,459,7
3065651,-762,527,-5
3065711,-643,423,-28
3065741,-567,409,-26
3065831,-557,401,-18
3065921,-543,439,-65
3065952,-867,657,-10
3065952,-688,505,18
3066011,-759,655,-23
3066041,-787,645,-13
3066161,-822,765,-17
3066202,-892,836,-63
3066202,-1410,875,39
3066281,-847,635,-16
3066310,-925,494,106
3066341,-733,554,152
3066401,-825,509,165
3066461,-555,432,93
3066490,-495,405,61
3066551,-525,460,112
3066611,-630,536,136
3066641,-760,628,181
3066701,-760,654,124
3066761,-735,699,139
3066790,-718,695,132
3066881,-780,714,150
3066910,-956,775,179
3066941,-1149,980,189
3067001,-1054,739,71
3067062,-723,420,-67
3067091,-823,528,-62
3067151,-877,577,41
3067241,-694,533,13
3067242,-558,501,-28
3067301,-474,442,2
3067362,-517,465,-46
3067391,-635,534,1
3067451,-755,694,20
3067511,-749,717,28
3067540,-747,693,6
3067601,-752,810,19
3067664,-1194,940,-33
3067691,-1051,936,416
3067751,-904,677,126
3067811,-841,494,176
3067841,-838,569,308
3067901,-852,436,296
3067962,-420,285,-149
3067991,-267,297,206
