timestamp,X (mg),Y (mg),Z (mg)
2639386,-830,532,82
2639440,-865,488,64
2639500,-801,550,86
2639530,-756,550,81
2639590,-781,641,17
2639650,-859,506,55
2639680,-830,582,50
2639740,-884,598,10
2639800,-1049,585,81
2639830,-1061,654,4
2639890,-1103,554,39
2639950,-1088,407,50
2639980,-1021,178,31
2640040,-1040,118,78
2640130,-1019,168,86
2640162,-948,283,105
2640220,-780,292,122
2640249,-665,304,34
2640280,-671,294,90
2640340,-750,323,124
2640400,-838,419,184
2640430,-931,466,209
2640490,-884,474,167
2640550,-867,439,194
2640579,-875,473,184
2640640,-1015,508,257
2640700,-1174,561,306
2640730,-1053,556,202
2640789,-1273,458,13
2640850,-786,135,164
2640879,-918,297,83
2640940,-886,488,113
2641000,-805,442,8
2641029,-711,340,31
2641090,-628,297,32
2641150,-588,364,24
2641179,-749,460,54
2641240,-918,561,89
2641300,-947,496,55
2641330,-981,542,73
2641420,-941,613,49
2641449,-1410,616,46
2641480,-1016,313,-62
2641540,-996,254,77
2641600,-1028,272,135
2641629,-903,347,152
2641690,-760,271,121
2641750,-696,234,149
2641780,-684,239,141
2641840,-680,275,174
2641900,-756,336,193
2641929,-864,378,178
2641990,-1038,507,274
2642051,-1253,575,282
2642079,-1441,600,202
2642140,-1117,322,10
2642200,-823,94,-91
2642230,-931,370,84
2642290,-900,495,107
2642350,-728,401,58
2642380,-546,278,69
2642440,-469,268,17
2642500,-577,339,38
2642529,-927,554,110
2642590,-1059,620,55
2642650,-1089,594,105
2642679,-1372,683,131
2642740,-1263,614,388
2642800,-922,285,48
2642830,-903,222,185
2642890,-937,365,182
2642950,-719,322,191
2642980,-540,191,113
2643040,-515,156,130
2643100,-636,281,190
2643130,-854,456,277
2643190,-1095,514,341
2643250,-1110,550,261
2643279,-1197,551,332
2643340,-1348,674,191
2643400,-1010,307,110
2643429,-809,189,-8
2643490,-881,453,75
2643550,-727,433,66
2643579,-643,321,-23
2643640,-528,291,10
2643700,-626,297,7
2643729,-782,443,37
2643790,-936,524,120
2643910,-965,509,62
2643954,-995,508,53
2643954,-1388,628,161
2644000,-1459,589,239
2644029,-962,274,47
2644090,-880,169,185
2644150,-920,340,179
2644179,-731,309,148
2644240,-534,175,97
2644300,-513,164,161
2644329,-696,295,177
2644390,-942,487,254
2644450,-1015,460,273
2644479,-971,493,203
2644539,-1076,533,277
2644600,-1133,553,349
2644629,-1436,726,172
2644750,-1016,289,27
2644792,-800,178,10
2644792,-819,437,59
2644840,-722,436,51
2644900,-625,404,30
2644930,-524,326,50
2645020,-519,378,27
2645049,-697,470,53
2645080,-937,560,85
2645140,-850,563,105
2645200,-895,520,107
2645260,-991,623,76
2645290,-1478,748,45
2645350,-1211,617,198
2645380,-922,342,68
2645440,-950,296,191
2645500,-903,418,134
2645530,-680,342,124
2645590,-465,154,112
2645650,-508,194,102
2645680,-692,346,236
2645740,-891,559,320
2645800,-1010,518,285
2645829,-916,498,187
2645889,-973,523,230
2645950,-1148,580,325
2645979,-1258,678,279
2646040,-1172,443,-110
2646100,-827,157,-74
2646130,-795,342,-12
2646190,-838,522,84
2646250,-662,408,33
2646280,-544,311,50
2646340,-519,314,50
2646400,-666,415,69
2646429,-920,534,93
2646520,-895,542,110
2646549,-903,479,100
2646580,-944,565,108
2646640,-1464,737,91
2646700,-1347,560,373
2646729,-885,341,63
2646790,-889,228,213
2646850,-934,331,206
2646880,-707,296,133
2646940,-545,153,133
2647000,-566,195,163
2647030,-593,329,216
2647089,-808,443,216
2647176,-942,482,251
2647186,-878,492,236
2647270,-876,501,242
2647299,-965,539,243
2647329,-1145,562,331
2647390,-1282,704,285
2647449,-1137,505,222
2647480,-768,161,15
2647540,-753,334,2
2647600,-829,486,99
2647630,-671,409,57
2647720,-625,347,35
2647758,-584,376,46
2647779,-650,412,62
2647839,-784,478,88
2647899,-897,528,142
2647930,-865,497,109
2647990,-895,503,120
2648050,-1007,594,2
2648080,-1606,767,14
2648140,-1256,581,91
2648199,-822,264,65
2648230,-871,221,218
2648290,-945,370,229
2648350,-661,354,194
2648379,-601,278,125
2648440,-563,236,166
2648500,-660,317,207
2648529,-839,468,289
2648589,-982,546,293
2648650,-994,565,286
2648680,-1103,550,357
2648740,-1335,677,301
2648799,-1084,366,79
2648860,-711,125,5
2648889,-805,432,41
2648950,-831,473,72
2648980,-641,412,26
2649040,-585,367,48
2649099,-552,380,37
2649130,-623,435,35
2649190,-782,491,81
2649250,-906,555,93
2649280,-916,518,83
2649340,-875,552,63
2649399,-1425,701,-37
2649430,-1325,735,244
2649490,-951,432,41
2649550,-885,239,178
2649579,-967,396,250
2649640,-892,503,231
2649730,-649,348,87
2649764,-549,247,125
2649820,-520,247,118
2649849,-705,364,186
2649879,-891,504,244
2649940,-872,544,264
2650000,-877,557,233
2650029,-986,552,265
2650089,-1299,792,225
2650150,-1151,632,284
2650179,-847,303,43
2650240,-800,313,64
2650299,-899,542,83
2650330,-753,484,43
2650390,-604,351,41
2650450,-454,327,56
2650479,-490,401,66
2650570,-679,510,116
