timestamp,X (mg),Y (mg),Z (mg)
134960,-555,-826,243
135012,-565,-813,229
135073,-535,-807,255
135102,-546,-800,276
135163,-542,-785,276
135222,-556,-769,204
135252,-631,-771,205
135312,-595,-812,278
135372,-512,-733,238
135432,-607,-731,220
135462,-531,-751,241
135522,-487,-627,152
135552,-543,-644,114
135612,-650,-781,249
135672,-643,-773,114
135702,-742,-818,146
135762,-651,-863,174
135852,-694,-808,99
135880,-623,-743,151
135912,-625,-708,113
135972,-645,-710,109
136002,-625,-748,131
136062,-641,-812,209
136122,-728,-914,335
136152,-617,-1124,489
136212,-628,-898,171
136302,-574,-883,265
136334,-447,-786,176
136362,-473,-705,87
136422,-430,-655,116
136452,-376,-619,103
136513,-362,-644,203
136572,-448,-815,342
136602,-444,-780,219
136662,-470,-833,332
136722,-511,-970,405
136752,-605,-965,567
136812,-622,-922,316
136872,-675,-986,618
136902,-575,-971,642
136962,-545,-718,373
137022,-510,-633,161
137052,-508,-553,221
137112,-465,-505,289
137172,-389,-434,284
137202,-538,-646,352
137262,-669,-833,435
137322,-765,-786,-30
137352,-685,-822,224
137412,-707,-923,119
137472,-837,-1100,204
137502,-824,-914,71
137562,-852,-1230,559
137622,-520,-858,340
137652,-630,-818,113
137712,-466,-748,165
137772,-404,-623,89
137802,-401,-656,126
137862,-371,-666,152
137922,-399,-698,129
137952,-468,-832,299
138012,-440,-885,361
138072,-432,-841,307
138102,-476,-884,321
138162,-654,-1013,492
138222,-586,-878,370
138252,-764,-1095,588
138312,-569,-1025,550
138372,-587,-686,272
138402,-462,-603,45
138462,-512,-619,251
138522,-584,-648,261
138552,-435,-518,272
138612,-460,-478,222
138672,-491,-674,507
138702,-653,-753,32
138762,-707,-706,270
138822,-739,-773,153
138852,-726,-942,262
138912,-825,-1020,271
138972,-966,-1051,189
139002,-649,-1165,421
139062,-631,-917,212
139122,-515,-777,140
139152,-440,-644,99
139212,-487,-686,98
139272,-357,-634,173
139302,-348,-612,113
139362,-370,-645,161
139422,-455,-803,276
139452,-450,-825,291
139512,-448,-782,261
139572,-577,-940,415
139602,-771,-1081,553
139662,-680,-835,249
139722,-887,-1111,880
139752,-393,-794,382
139812,-619,-618,290
139872,-547,-484,9
139902,-605,-523,348
139962,-385,-515,246
140022,-513,-484,332
140052,-662,-800,291
140112,-728,-773,391
140172,-805,-706,-85
140202,-645,-782,248
140262,-738,-924,113
140322,-832,-955,253
140351,-960,-1098,239
140442,-634,-1194,435
140472,-597,-856,262
140502,-514,-693,-28
140562,-393,-607,79
140622,-403,-556,88
140652,-314,-564,170
140712,-330,-644,205
140772,-443,-734,275
140802,-422,-782,344
140862,-408,-775,445
140922,-647,-978,493
140952,-728,-1014,724
141012,-729,-907,510
141073,-840,-1023,620
141102,-610,-713,362
141162,-621,-532,62
141222,-598,-571,80
141252,-644,-632,361
141312,-551,-529,183
141373,-581,-458,208
141402,-594,-568,150
141462,-547,-687,442
141522,-770,-649,-15
141552,-758,-745,179
141612,-693,-740,205
141672,-821,-795,63
141702,-775,-888,85
141762,-926,-879,143
141822,-893,-1212,473
141852,-637,-869,337
141912,-715,-733,20
141972,-504,-655,133
142002,-440,-573,106
142062,-416,-560,127
142122,-381,-579,193
142152,-401,-662,257
142212,-477,-786,286
142272,-504,-798,289
142302,-458,-787,332
142362,-756,-999,513
142422,-668,-953,588
142452,-901,-959,597
142512,-645,-979,644
142572,-654,-667,417
142601,-479,-535,157
142662,-555,-562,215
142722,-691,-591,305
142752,-702,-674,258
142812,-578,-553,325
142872,-493,-501,17
142932,-459,-582,120
142962,-737,-674,108
143022,-828,-732,158
143052,-699,-622,100
143112,-829,-891,133
143172,-883,-1013,279
143202,-1131,-1131,249
143262,-566,-1124,469
143322,-654,-876,216
143352,-574,-615,56
143412,-472,-595,120
143472,-460,-620,127
143502,-422,-657,151
143562,-417,-630,75
143623,-457,-698,188
143651,-459,-813,331
143712,-463,-719,257
143772,-526,-795,255
143802,-507,-877,297
143862,-876,-1105,438
143922,-631,-971,457
143952,-853,-1017,507
144012,-690,-926,330
144072,-656,-750,198
144102,-503,-614,142
144162,-533,-634,199
144222,-567,-674,332
144252,-476,-567,260
144312,-465,-553,215
144372,-485,-596,346
144401,-735,-684,391
144462,-640,-691,113
144522,-734,-773,279
144552,-730,-748,57
144613,-722,-747,89
144672,-835,-987,220
144702,-948,-1067,212
144762,-805,-1077,402
144822,-619,-1020,433
144852,-574,-810,139
144912,-525,-656,171
144972,-467,-627,100
145002,-393,-635,188
145062,-394,-594,220
145122,-421,-651,163
145152,-472,-733,274
145212,-551,-750,275
145272,-544,-795,295
145302,-526,-827,316
145362,-566,-800,234
145422,-570,-844,189
145452,-826,-979,382
145512,-729,-794,252
145572,-893,-983,560
145602,-771,-1048,569
145662,-620,-699,185
145722,-513,-588,91
145752,-555,-616,198
145812,-624,-658,299
145872,-523,-540,184
145932,-553,-598,229
145962,-483,-691,195
146022,-622,-708,204
146052,-596,-731,174
146112,-609,-786,206
146173,-627,-748,145
146201,-800,-1039,234
146262,-728,-909,163
146322,-761,-913,310
146352,-629,-1013,367
146412,-632,-898,257
146472,-605,-754,180
146502,-570,-793,219
146562,-506,-772,289
146622,-586,-762,136
