timestamp,X (mg),Y (mg),Z (mg)
536619,-274,-901,23
536674,-246,-799,66
536703,-211,-740,18
536763,-227,-765,-31
536824,-392,-881,12
536853,-425,-903,7
536914,-485,-875,-36
537003,-489,-856,33
537035,-284,-1001,61
537063,-142,-1110,44
537153,-110,-1475,-138
537176,-533,-1512,-161
537213,-344,-1035,-93
537273,-116,-778,-132
537303,-202,-835,-87
537394,-188,-772,-30
537423,-155,-772,-71
537453,-202,-828,-73
537513,-182,-855,-61
537573,-207,-977,-67
537603,-216,-989,-92
537663,-169,-960,-131
537724,-223,-1267,-69
537753,-212,-1282,211
537844,-72,-1243,148
537873,-431,-1297,64
537903,-339,-1032,46
537964,-138,-908,89
538023,-190,-826,193
538053,-129,-785,173
538113,-172,-748,48
538174,-169,-831,44
538203,-251,-785,-43
538273,-322,-852,-20
538324,-433,-929,-1
538353,-443,-994,31
538413,-163,-1306,173
538474,-14,-1349,54
538503,-240,-1572,-83
538563,-550,-1209,-81
538684,-75,-819,-44
538725,-184,-741,39
538725,-145,-735,-86
538773,-150,-760,-35
538803,-256,-831,-41
538863,-179,-795,-35
538924,-92,-958,-48
538953,-243,-970,-84
539074,-214,-977,-122
539113,-206,-1253,-40
539133,-115,-1333,362
539164,-111,-1227,98
539223,-417,-1328,-7
539253,-354,-1025,33
539314,-139,-789,28
539374,-286,-786,179
539403,-202,-867,57
539463,-234,-787,-30
539523,-278,-823,31
539584,-266,-836,-12
539614,-328,-890,60
539674,-416,-913,24
539703,-466,-925,74
539794,-265,-1126,106
539823,-233,-1312,102
539853,-25,-1469,-38
539944,-545,-1355,-149
539973,-212,-868,-1
540003,-78,-842,-118
540094,-180,-800,-17
540123,-82,-785,-49
540153,-141,-780,-53
540213,-209,-742,-37
540274,-161,-921,-8
540303,-112,-1006,-17
540363,-193,-1002,-52
540485,-192,-1169,-65
540485,-233,-994,-137
540524,-156,-1312,251
540574,-130,-1237,98
540603,-296,-1204,103
540663,-254,-1096,40
540724,-257,-957,80
540753,-218,-881,127
540813,-169,-887,141
540874,-185,-773,51
540903,-188,-769,9
540963,-223,-815,3
541023,-322,-874,4
541053,-322,-912,-31
541114,-440,-954,-6
541174,-372,-892,0
541203,-279,-1266,202
541264,-97,-1324,56
541353,-155,-1559,-157
541386,-560,-1098,-145
541413,-123,-846,-10
541474,-162,-798,-166
541503,-257,-797,9
541563,-127,-790,-102
541654,-194,-836,-44
541684,-168,-851,-95
541713,-145,-933,-60
541773,-227,-986,-91
541834,-234,-869,-127
541863,-188,-832,-168
541924,-284,-1425,10
541953,-189,-1217,258
542013,-89,-1374,43
542074,-431,-1190,7
542103,-306,-968,-29
542163,-281,-874,28
542224,-192,-868,129
542284,-167,-897,130
542313,-231,-685,27
542374,-202,-768,-49
542403,-277,-897,34
542463,-330,-952,12
542524,-400,-948,16
542553,-411,-940,19
542613,-392,-897,44
542674,-276,-1170,113
542703,-142,-1247,65
542763,-80,-1418,-168
542824,-659,-1388,-184
542853,-113,-940,13
542913,-83,-826,-101
542974,-194,-804,-28
543003,-93,-828,-49
543063,-155,-757,-72
543124,-196,-854,-44
543153,-120,-933,-49
543214,-90,-943,-29
543274,-200,-948,-81
543303,-239,-911,-150
543364,-260,-1126,-110
543424,-237,-1370,248
543453,-47,-1197,107
543513,-203,-1206,1
543574,-409,-1133,41
543603,-223,-995,72
543664,-191,-899,148
543724,-122,-891,149
543753,-188,-780,77
543814,-170,-747,-40
543874,-282,-777,80
543903,-183,-878,-20
543963,-373,-878,21
544024,-437,-921,24
544053,-358,-891,41
544114,-273,-1149,149
544174,-82,-1228,84
544203,-123,-1480,-119
544264,-603,-1391,-231
544324,-275,-1019,49
544353,-69,-804,-97
544414,-186,-787,-12
544474,-162,-798,15
544503,-152,-808,-60
544564,-215,-786,-71
544624,-159,-857,-72
544653,-185,-930,-86
544714,-206,-1013,-74
544774,-163,-956,-111
544803,-265,-909,-199
544864,-249,-1307,78
544924,-55,-1281,276
544983,3,-1469,18
545013,-550,-1132,-51
545074,-356,-1049,-61
545103,-324,-980,94
545194,-75,-869,65
545227,-213,-826,88
545253,-271,-812,83
545313,-184,-788,37
545403,-226,-764,-38
545436,-358,-856,59
545464,-273,-939,24
545523,-361,-958,22
545553,-436,-881,32
545614,-300,-982,57
545674,-280,-1221,77
545703,-182,-1231,102
545764,-270,-1457,-125
545824,-400,-1148,-117
545914,-221,-977,-21
545938,-221,-1009,-60
545992,-205,-880,-3
546034,-184,-854,-61
546064,-189,-828,-30
546123,-139,-709,-24
546153,-191,-770,-45
546214,-168,-819,-55
546273,-153,-891,-86
546303,-224,-999,-113
546364,-239,-966,-138
546424,-200,-1151,-137
546454,-214,-1363,306
546514,-64,-1450,45
546574,-617,-1271,101
546603,-279,-1000,-73
546664,-266,-899,33
546724,-240,-884,163
546753,-167,-925,86
546814,-305,-796,74
546903,-216,-766,74
546934,-138,-794,-45
546963,-347,-893,20
547023,-353,-911,53
547053,-323,-921,-64
547114,-476,-972,-12
547174,-412,-882,-16
547203,-325,-1063,92
547264,-104,-1142,71
547324,21,-1674,-162
547353,-633,-1288,-124
547414,-171,-874,-60
547474,-182,-891,-131
547503,-224,-880,-3
547564,-157,-789,-50
547624,-147,-755,-103
547653,-222,-738,-62
547714,-184,-774,-93
547774,-209,-953,-64
547803,-210,-997,-66
547864,-210,-949,-111
547924,-291,-1105,-195
547953,-283,-1316,207
548014,-15,-1149,90
548074,-218,-1261,-2
548104,-584,-1222,204
548164,-132,-877,-32
548224,-272,-926,51
548255,-253,-989,145
548314,-298,-992,57
548373,-355,-959,87
548404,-210,-1006,92
548464,-326,-962,53
548524,-339,-969,49
548553,-259,-1105,163
548614,-242,-1065,70
