timestamp,X (mg),Y (mg),Z (mg)
213097,-65,-924,509
213148,-122,-947,535
213178,-167,-1071,585
213271,-126,-1057,447
213298,145,-1170,807
213328,183,-1151,577
213388,225,-935,653
213448,207,-963,535
213478,60,-939,136
213598,-128,-952,387
213635,129,-827,235
213635,271,-812,125
213688,261,-794,120
213748,89,-827,110
213778,57,-847,154
213838,66,-1027,106
213898,140,-931,129
213928,133,-984,118
213988,-23,-1048,115
214048,7,-1091,114
214078,123,-1345,294
214138,444,-955,342
214198,233,-935,464
214228,228,-913,378
214288,447,-983,473
214348,99,-857,306
214378,2,-749,358
214438,27,-730,365
214529,62,-722,392
214558,102,-842,483
214588,13,-951,585
214648,-4,-935,465
214678,-48,-934,531
214738,-79,-922,543
214798,-51,-986,579
214828,181,-1100,631
214918,73,-1027,615
214948,135,-1079,669
214978,145,-980,654
215037,-79,-818,492
215098,127,-941,408
215128,102,-768,432
215188,260,-654,76
215248,248,-668,113
215278,98,-777,127
215338,149,-939,156
215398,135,-999,183
215428,117,-1029,139
215519,77,-1097,103
215548,86,-1131,145
215578,257,-1350,390
215638,368,-1058,305
215699,184,-895,391
215728,199,-899,320
215788,316,-954,578
215848,256,-854,293
215878,96,-713,238
215968,2,-676,443
215998,58,-747,469
216028,79,-820,450
216118,-114,-898,560
216148,-78,-920,583
216178,-88,-943,618
216238,-39,-983,574
216298,257,-1055,683
216329,164,-1058,706
216388,136,-1022,711
216478,193,-955,625
216510,-54,-765,403
216598,40,-995,249
216623,121,-824,460
216638,221,-716,123
216688,278,-743,144
216748,170,-770,135
216778,126,-853,45
216838,104,-951,101
216898,80,-1017,112
216928,30,-1057,29
216988,103,-1134,101
217048,206,-1452,321
217078,511,-1111,324
217139,178,-895,399
217198,151,-884,377
217228,388,-992,432
217288,88,-818,289
217348,2,-675,320
217408,30,-668,395
217438,36,-720,449
217498,29,-903,492
217528,-102,-931,545
217588,-102,-898,496
217648,-105,-879,469
217678,-74,-899,617
217738,6,-919,554
217828,10,-963,578
217888,204,-1069,694
217907,141,-1097,733
217948,298,-1046,780
217978,211,-963,630
218038,-149,-858,295
218098,27,-948,386
218128,75,-787,432
218188,338,-746,137
218248,212,-713,119
218278,174,-792,250
218399,180,-842,145
218399,180,-963,123
218439,114,-999,135
218488,93,-1006,132
218548,36,-1052,65
218578,68,-1123,69
218638,90,-1085,64
218698,155,-1376,192
218739,-239,-956,104
218788,379,-952,631
218848,329,-1061,178
218878,260,-906,356
218938,176,-778,227
218998,131,-730,399
219028,25,-646,103
219088,-49,-765,-27
219149,86,-1034,284
219178,-25,-1045,159
219238,-1,-1041,370
219299,-20,-968,89
219328,-70,-985,-31
219388,-45,-1127,417
219449,-17,-1258,161
219508,172,-1391,173
219568,217,-1306,229
219598,214,-1144,704
219628,237,-841,-156
219688,-14,-1031,-2
219748,141,-962,-104
219778,29,-820,-76
219838,93,-752,-9
219899,195,-783,218
219959,122,-800,-2
219988,180,-927,-104
220048,179,-1096,33
220078,138,-1172,-14
220138,132,-1153,-151
220199,171,-1261,58
220228,288,-1077,330
220288,248,-1031,379
220349,214,-910,19
220408,93,-1050,214
220438,50,-834,222
220498,92,-758,179
220528,82,-747,172
220588,113,-813,88
220648,0,-1000,217
220678,39,-1042,505
220738,60,-1007,365
220829,98,-1050,314
220888,-30,-1076,153
220907,-7,-1175,419
220948,253,-1200,412
220978,155,-1210,402
221038,513,-1171,490
221099,346,-907,128
221128,-66,-978,30
221219,204,-986,116
221248,171,-813,111
221278,264,-626,-16
221338,75,-649,5
221399,172,-783,9
221429,178,-1028,-18
221488,189,-1023,299
221609,214,-969,-194
221653,178,-1014,-70
221653,197,-1109,-48
221698,70,-1250,57
221728,824,-1313,484
221849,-192,-1009,-52
221892,322,-921,9
221892,279,-837,210
221938,290,-914,466
221999,109,-826,392
222028,228,-746,507
222088,133,-693,39
222149,147,-734,341
222208,200,-959,263
222238,130,-986,299
222328,68,-962,520
222359,114,-909,368
222388,211,-983,324
222449,110,-1043,456
222478,79,-1098,404
222538,582,-1055,648
222599,104,-1054,713
222628,436,-927,1137
222688,366,-834,510
222749,397,-783,-99
222778,338,-1042,377
222838,126,-850,-113
222928,99,-687,-37
222959,512,-828,191
222988,154,-804,936
223048,284,-816,-121
223078,296,-956,75
223169,266,-1035,69
223228,297,-1081,-58
223248,519,-1340,20
223288,672,-819,333
223348,509,-955,280
223378,278,-901,127
223469,346,-987,226
223498,231,-893,349
223558,246,-763,63
223588,286,-678,173
223678,369,-762,101
223708,297,-982,283
223738,280,-1033,485
223798,145,-950,196
223858,230,-968,193
223888,189,-966,229
223949,249,-994,325
224009,183,-1020,315
224038,212,-1102,265
224187,282,-1180,235
224201,428,-1280,444
224201,661,-1014,381
224248,347,-947,-142
224278,200,-894,136
224338,172,-1002,162
224398,427,-874,490
224428,211,-697,187
224489,460,-698,-31
224548,315,-777,18
224578,335,-864,207
224638,330,-894,-1
224699,421,-956,-118
224728,393,-952,9
224788,265,-912,-17
224849,220,-912,-97
224878,211,-891,-6
224938,238,-966,-93
224998,219,-978,-146
225028,172,-996,-166
225088,202,-996,-98
225148,258,-1110,-10
225178,481,-1143,163
225238,534,-1147,-3
225328,442,-935,253
225359,396,-962,222
225388,419,-924,272
225448,478,-889,312
225478,312,-773,244
225538,341,-688,393
