user-id,timestamp,accX,accY,accZ
5,3147192272000,-1.18,9.81,0.7218784
5,3147242168000,-0.91,9.81,0.84446156
5,3147292309000,-0.99,9.89,0.6946377
5,3147342205000,-0.89,9.77,0.84446156
5,3147392315000,-0.91,9.77,0.88532263
5,3147442211000,-0.72,9.77,1.0760075
5,3147492260000,-0.65,9.85,0.9942854
5,3147542217000,-0.61,9.81,1.0760075
5,3147592266000,-0.8,9.7,0.95342433
5,3147642223000,-0.99,9.85,0.92618364
5,3147692272000,-1.31,9.89,0.7218784
5,3147742199000,-1.42,9.72,0.6946377
5,3147792278000,-1.33,9.89,0.84446156
5,3147842266000,-1.57,9.92,0.6537767
5,3147892254000,-1.61,9.81,0.6537767
5,3147942364000,-1.57,9.77,0.61291564
5,3147992260000,-1.57,9.96,0.46309182
5,3148042217000,-1.33,9.72,0.38136974
5,3148092266000,-1.23,9.53,0.7218784
5,3148142254000,-1.27,9.85,1.0760075
5,3148192272000,-1.27,9.89,0.6946377
5,3148242199000,-1.53,9.92,0.7627395
5,3148292309000,-1.65,9.62,0.7218784
5,3148342205000,-1.65,9.72,0.6946377
5,3148392284000,-1.61,9.77,0.88532263
5,3148442211000,-1.53,9.77,0.7218784
5,3148492260000,-1.42,9.72,0.92618364
5,3148542217000,-1.27,9.7,0.84446156
5,3148592266000,-1.69,9.81,0.6537767
5,3148642223000,-1.61,9.81,0.6946377
5,3148692272000,-1.69,9.72,0.61291564
5,3148742199000,-1.73,9.58,0.50395286
5,3148792309000,-1.88,9.72,0.5720546
5,3148842205000,-1.92,9.92,0.6537767
5,3148892254000,-1.88,9.72,0.61291564
5,3148942272000,-1.76,9.7,0.6537767
5,3148992229000,-1.84,9.7,0.6537767
5,3149042248000,-1.88,9.81,0.7218784
5,3149042248000,-1.88,9.81,0.7218784
5,3149162243000,-1.73,9.72,0.6537767
5,3149162243000,-1.73,9.72,0.6537767
5,3149262341000,-1.8,9.62,0.6946377
5,3149312267000,-1.8,9.81,0.84446156
5,3149312267000,-1.8,9.81,0.84446156
5,3149372509000,-1.76,9.81,0.84446156
5,3149423016000,-1.57,9.77,0.7627395
5,3149472515000,-1.76,9.77,0.88532263
5,3149523022000,-1.57,9.66,0.8036005
5,3149572552000,-1.76,9.77,0.9942854
5,3149623028000,-1.5,9.66,0.8036005
5,3149672527000,-1.61,9.81,0.9942854
5,3149723522000,-1.42,9.7,0.92618364
5,3149772533000,-1.53,9.77,0.9942854
5,3149823009000,-1.53,9.81,1.0351465
5,3149872448000,-1.57,9.81,1.0351465
5,3149922985000,-1.38,9.72,1.1168685
5,3149972485000,-1.42,9.62,0.9942854
5,3150023022000,-1.38,9.7,1.0351465
5,3150072491000,-1.53,9.72,1.0351465
5,3150122997000,-1.46,9.77,1.0760075
5,3150172466000,-1.33,9.7,1.1168685
5,3150222973000,-1.46,9.81,1.1441092
5,3150272472000,-1.18,9.7,1.2258313
5,3150322948000,-1.27,9.7,1.1849703
5,3150372417000,-1.31,9.81,1.2258313
5,3150422924000,-1.23,9.72,1.1849703
5,3150472393000,-1.27,9.72,1.1849703
5,3150522930000,-1.38,9.72,1.1168685
5,3150572430000,-1.46,9.81,0.9942854
5,3150622936000,-1.5,9.62,0.92618364
5,3150672497000,-1.46,9.58,1.1168685
5,3150722973000,-1.46,9.77,1.2258313
5,3150772503000,-1.14,9.72,1.334794
5,3150822979000,-1.14,9.92,1.4165162
5,3150872509000,-1.33,9.85,1.2666923
5,3150933361000,-1.61,9.72,0.8036005
5,3150982281000,-1.99,9.7,0.50395286
5,3151032330000,-1.8,9.62,0.61291564
5,3151092236000,-1.38,9.77,1.1168685
5,3151142254000,-1.33,9.85,1.334794
5,3151192272000,-1.53,10.08,0.9942854
5,3151242260000,-1.57,9.81,0.61291564
5,3151292278000,-1.42,9.51,0.7627395
5,3151342205000,-1.33,9.66,1.0351465
5,3151392284000,-1.27,9.72,1.2258313
5,3151442211000,-1.42,9.81,0.9942854
5,3151492260000,-1.76,9.92,0.7627395
5,3151542217000,-1.61,9.62,0.8036005
5,3151592266000,-1.38,9.58,1.0760075
5,3151642223000,-1.18,9.7,1.2258313
5,3151692333000,-1.12,9.85,1.1849703
5,3151742229000,-1.5,10.08,1.1168685
5,3151792278000,-1.57,9.85,0.92618364
5,3151842236000,-1.5,9.62,1.0351465
5,3151892223000,-1.31,9.43,1.0351465
5,3151942211000,-1.31,9.7,1.1441092
5,3151992290000,-1.5,9.85,0.9942854
5,3152042217000,-2.03,9.92,0.7218784
5,3152092297000,-1.8,9.7,0.7218784
5,3152142223000,-1.65,9.72,0.84446156
5,3152192272000,-1.46,9.7,0.88532263
5,3152242199000,-1.69,9.77,0.95342433
5,3152292278000,-1.73,9.81,0.92618364
5,3152342205000,-1.69,9.77,0.88532263
5,3152392284000,-1.61,9.7,0.84446156
5,3152442211000,-1.69,9.66,0.84446156
5,3152492260000,-1.73,9.77,0.88532263
5,3152542217000,-1.8,9.81,0.84446156
5,3152592266000,-1.69,9.72,0.84446156
5,3152642223000,-1.61,9.66,0.88532263
5,3152692272000,-1.65,9.77,0.9942854
5,3152742199000,-1.61,9.72,0.9942854
5,3152792309000,-1.65,9.7,0.95342433
5,3152852306000,-1.61,9.72,0.95342433
5,3152902569000,-1.61,9.7,0.9942854
5,3152952404000,-1.57,9.77,0.92618364
5,3153002209000,-1.57,9.7,0.9942854
5,3153052349000,-1.53,9.72,0.95342433
5,3153112255000,-1.57,9.7,0.9942854
5,3153162243000,-1.53,9.72,0.95342433
5,3153212231000,-1.65,9.72,0.92618364
5,3153262249000,-1.61,9.77,0.9942854
5,3153312237000,-1.57,9.7,0.9942854
5,3153362286000,-1.61,9.77,1.0351465
5,3153412273000,-1.65,9.72,0.92618364
5,3153462200000,-1.57,9.66,0.9942854
5,3153512249000,-1.57,9.81,0.9942854
5,3153562206000,-1.73,9.77,1.0351465
5,3153612255000,-1.73,9.72,0.95342433
5,3153662212000,-1.69,9.58,0.8036005
5,3153712231000,-1.57,9.66,0.84446156
5,3153762310000,-1.57,9.7,0.92618364
5,3153762310000,-1.57,9.7,0.92618364
5,3153823040000,-1.61,9.81,1.0760075
5,3153872356000,-1.65,9.77,0.92618364
5,3153922405000,-1.65,9.81,0.95342433
5,3153973095000,-1.8,9.72,0.88532263
5,3154032268000,-1.69,9.58,0.8036005
5,3154082256000,-1.73,9.72,0.8036005
5,3154132275000,-1.8,9.85,0.84446156
5,3154192242000,-1.76,9.7,0.7627395
5,3154242229000,-1.73,9.66,0.7627395
5,3154292339000,-1.76,9.77,0.84446156
5,3154352245000,-1.8,9.85,0.84446156
5,3154402233000,-1.92,9.66,0.7218784
5,3154452282000,-1.76,9.66,0.7218784
5,3154502270000,-1.65,9.66,0.7218784
